,Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
2374,2,1.0,2,41,0,112,0
2375,4,1.3,3,69,1,0,0
2376,3,0.2,1,23,0,0,0
2377,2,6.67,1,160,0,0,0
2378,1,0.8,2,61,1,251,0
2379,2,6.1,1,110,0,182,0
2380,2,0.6,3,50,0,0,0
2381,1,2.4,2,49,0,0,0
2382,4,7.5,2,185,0,428,1
2383,2,1.1,1,52,0,0,0
2384,2,2.8,1,53,0,0,0
2385,4,3.5,2,125,0,0,1
2386,3,1.6,1,72,0,0,0
2387,4,1.8,3,51,0,0,0
2388,3,0.5,1,23,0,0,0
2389,1,1.9,3,41,0,0,0
2390,3,2.0,1,41,0,108,0
2391,1,4.67,2,138,0,0,1
2392,2,3.3,1,138,0,0,0
2394,2,8.0,1,145,0,505,0
2395,3,1.0,2,25,0,0,0
2396,1,1.7,1,43,0,142,0
2397,1,0.2,2,93,0,309,0
2398,2,0.3,1,90,0,217,0
2399,2,1.0,3,41,0,154,0
2400,2,6.1,3,169,1,106,1
2401,2,2.2,3,63,0,0,0
2402,3,0.67,2,23,0,95,0
2403,4,0.5,1,140,0,0,1
2404,1,1.5,3,75,0,0,0
2405,4,0.9,2,13,0,78,0
2406,1,0.5,3,10,0,81,0
2407,1,0.8,2,100,0,0,0
2408,3,1.1,1,85,0,203,0
2409,3,2.67,1,73,0,219,0
2410,2,6.7,1,130,0,0,0
2411,3,2.7,2,65,0,0,0
2412,4,1.7,1,59,0,148,0
2413,2,1.0,3,31,0,0,0
2414,1,4.0,1,134,0,0,0
2415,4,0.2,1,11,0,106,0
2416,1,0.3,3,32,0,80,0
2418,1,0.7,1,28,0,0,0
2420,1,0.8,1,40,0,118,0
2421,3,0.6,2,40,0,0,0
2422,2,0.5,1,163,0,400,0
2423,1,1.3,3,82,0,0,0
2425,4,1.6,2,78,0,0,0
2426,3,0.9,3,55,0,197,0
2428,4,3.67,2,108,0,301,1
2429,4,2.2,2,58,0,0,0
2430,4,2.6,1,73,0,0,0
2431,4,2.1,1,54,0,0,0
2432,4,0.9,2,45,0,0,0
2433,1,2.3,2,123,1,0,1
2434,1,5.2,1,93,0,267,0
2435,4,2.2,2,102,0,0,0
2436,3,1.5,1,39,0,0,0
2437,4,3.4,2,114,0,0,0
2439,3,0.6,2,30,0,144,0
2440,1,0.6,3,22,0,0,0
2441,2,0.3,1,38,0,186,0
2442,2,1.7,1,41,0,0,0
2443,4,1.7,3,161,1,422,1
2444,3,0.5,2,38,0,0,0
2445,1,0.9,3,25,0,0,0
2446,4,2.6,1,70,0,218,0
2447,2,8.8,1,201,0,0,0
2448,2,0.6,3,42,0,0,0
2449,1,1.2,1,64,0,0,0
2450,4,1.1,3,28,0,0,0
2451,1,4.9,1,119,0,208,0
2452,1,1.0,3,28,0,0,0
2453,3,2.1,3,60,0,0,0
2454,1,1.5,2,23,0,0,0
2455,4,7.4,3,164,0,0,1
2457,2,0.0,3,19,0,85,0
2458,2,0.8,3,72,0,0,0
2459,3,0.9,3,41,0,0,0
2460,2,0.3,2,32,0,130,0
2462,3,0.4,1,23,0,0,0
2464,3,0.4,2,32,0,165,0
2465,2,0.3,1,25,0,123,0
2466,2,1.6,3,80,0,0,0
2467,1,0.8,2,83,0,230,0
2468,1,7.3,1,133,0,0,0
2469,1,0.1,2,89,0,307,0
2470,2,4.5,3,81,1,187,0
2471,2,1.1,2,44,0,85,0
2472,2,2.0,1,119,0,0,0
2473,4,0.9,1,39,0,147,0
2475,3,0.8,1,79,0,183,0
2477,1,2.6,3,179,0,0,1
2478,2,6.7,1,178,0,0,0
2479,4,3.8,2,82,0,0,0
2480,2,2.4,2,50,0,0,0
2481,2,1.9,2,64,0,0,0
2482,1,1.5,1,129,0,0,0
2483,4,2.9,1,68,0,0,0
2484,1,1.4,3,30,0,112,0
2485,3,1.5,1,48,0,0,0
2486,1,1.3,1,130,0,257,0
2487,1,0.5,3,40,0,0,0
2488,2,1.9,1,105,0,0,0
2489,4,0.2,1,41,0,0,0
2490,3,6.5,3,168,0,118,1
2491,2,2.7,1,80,0,0,0
2492,2,3.1,1,134,0,0,0
2493,1,2.5,3,49,0,0,0
2494,2,1.8,1,63,0,0,0
2495,4,1.9,1,70,0,212,0
2496,3,0.7,2,32,0,141,0
2497,3,0.9,3,14,0,114,0
2498,2,6.1,1,111,0,326,0
2499,4,2.8,2,38,0,144,0
2500,2,2.0,1,121,0,341,0
2501,4,2.6,3,90,0,0,0
2502,2,6.0,2,178,0,0,1
2503,4,0.4,2,20,0,79,0
2504,2,1.7,1,61,0,229,0
2505,4,0.8,1,43,0,0,0
2506,1,1.9,2,39,0,0,0
2507,4,2.1,1,60,0,234,0
2508,3,3.0,1,63,0,0,0
2509,4,0.2,3,8,0,81,0
2510,4,1.3,2,52,0,0,0
2511,4,3.0,1,92,1,0,1
2512,2,1.4,1,111,0,298,0
2514,2,0.1,2,25,0,91,0
2515,1,1.9,3,34,0,156,0
2516,3,2.6,3,74,0,0,0
2517,2,2.0,1,120,0,0,0
2518,4,1.3,2,50,0,0,0
2519,2,1.0,1,10,0,0,0
2520,4,2.5,2,45,0,113,0
2521,4,1.8,1,29,0,0,0
2522,2,6.9,1,145,0,0,0
2523,2,6.3,1,100,0,0,0
2524,3,0.4,1,24,0,0,0
2526,4,0.6,2,50,0,0,0
2527,3,1.1,2,43,0,0,0
2528,3,4.4,1,79,0,0,0
2529,3,0.1,2,44,0,0,0
2530,4,1.5,3,31,0,0,0
2531,2,1.0,1,14,0,107,0
2532,4,0.8,1,19,0,106,0
2533,1,1.1,2,111,0,0,1
2534,1,1.9,2,90,0,0,0
2535,2,0.7,3,21,0,129,0
2536,1,4.2,2,104,0,0,1
2537,1,1.9,2,75,0,0,0
2538,2,7.8,1,175,0,297,0
2539,1,4.2,1,98,1,171,1
2540,4,0.1,1,41,0,153,0
2541,2,2.2,2,171,0,569,1
2542,4,1.6,2,79,0,0,0
2543,4,0.6,2,24,0,0,0
2544,1,3.6,2,90,0,0,1
2545,3,2.4,2,39,0,0,0
2546,2,0.0,1,9,0,0,0
2547,2,0.1,2,15,0,90,0
2548,1,2.7,1,80,0,0,0
2549,1,0.7,3,63,0,79,0
2550,1,0.5,3,20,0,102,0
2552,1,1.5,3,65,0,0,0
2553,2,1.7,2,91,0,151,0
2554,1,0.8,1,53,0,0,0
2555,3,1.7,2,110,0,0,0
2556,3,1.5,1,82,0,103,0
2558,2,6.67,1,172,0,0,0
2559,2,2.7,1,88,0,0,0
2560,2,0.8,3,71,0,0,0
2561,1,2.9,3,180,0,144,1
2562,2,2.1,3,39,0,184,0
2563,1,1.5,3,94,0,0,0
2565,2,0.0,3,10,0,102,0
2566,1,1.0,1,42,0,184,0
2567,2,3.9,1,142,0,0,0
2568,2,1.3,1,34,0,0,0
2569,1,4.6,1,139,0,0,0
2570,2,4.5,1,154,0,207,0
2571,2,2.0,3,40,0,89,0
2572,1,1.5,3,33,0,140,0
2573,2,1.6,1,80,0,0,0
2574,3,0.67,2,10,0,100,0
2575,3,0.5,3,41,0,0,0
2576,4,1.3,1,30,0,118,0
2577,1,0.8,3,78,0,190,0
2578,1,5.0,1,164,0,0,0
2579,1,0.4,3,23,0,0,0
2580,1,6.0,1,149,0,0,0
2581,4,0.7,3,25,0,0,0
2582,1,2.1,3,42,0,0,0
2583,1,2.5,1,71,0,185,0
2584,3,4.2,2,114,0,0,1
2585,1,2.8,2,70,0,0,0
2586,4,6.1,1,149,0,0,1
2587,4,2.5,2,55,0,0,0
2588,1,1.3,1,29,0,0,0
2589,1,3.8,1,123,0,0,0
2590,1,7.4,3,152,1,374,1
2592,4,0.7,1,69,0,245,0
2593,4,7.9,3,161,0,310,1
2594,1,0.2,2,79,0,0,0
2595,1,4.6,1,105,0,0,0
2596,3,2.3,1,39,0,0,0
2597,1,5.0,1,163,0,0,0
2598,1,0.2,1,9,0,0,0
2600,3,2.1,3,51,0,0,0
2601,1,1.4,3,32,0,167,0
2602,4,4.3,1,161,1,0,1
2603,1,0.2,1,60,0,0,0
2604,4,1.0,2,35,0,0,0
2605,4,1.2,2,41,0,0,0
2606,2,1.7,1,73,0,216,0
2607,4,1.5,1,49,1,214,0
2608,2,2.0,1,79,0,194,0
2609,2,7.5,1,120,0,0,0
2610,2,3.2,1,60,0,0,0
2611,3,0.6,2,78,0,0,0
2612,4,1.1,2,40,0,131,0
2613,2,5.4,3,110,1,204,1
2614,4,5.7,3,160,0,0,1
2615,4,0.7,1,68,0,191,0
2616,2,1.6,3,49,0,103,0
2617,2,2.5,1,65,0,0,0
2618,3,2.4,2,55,0,145,0
2619,3,2.3,1,62,0,98,0
2620,1,0.0,1,152,0,0,0
2621,3,2.5,2,42,0,0,0
2622,4,0.7,2,39,0,0,0
2623,3,3.0,1,111,1,0,1
2624,3,2.1,1,82,0,0,0
2625,4,3.4,2,108,0,0,0
2626,2,0.8,3,59,0,0,0
2627,3,2.5,1,61,0,193,0
2628,4,2.0,2,78,0,0,0
2629,2,0.1,3,18,0,0,0
2630,4,1.7,3,113,0,0,0
2631,1,2.67,2,62,0,0,0
2632,1,4.9,1,81,0,248,0
2633,3,0.4,1,13,0,106,0
2634,1,2.8,1,75,0,194,0
2635,2,0.8,3,33,0,89,0
2636,1,4.1,1,179,0,0,0
2637,3,2.0,2,69,0,0,0
2638,1,1.0,3,45,0,0,0
2639,3,3.0,2,59,0,0,0
2640,2,2.8,1,81,0,0,0
2641,1,5.4,1,133,0,212,0
2643,4,0.4,2,14,0,86,0
2644,2,0.8,3,28,0,0,0
2645,2,2.2,1,93,0,0,0
2646,3,2.6,3,191,0,123,1
2647,1,2.9,1,155,0,0,0
2648,2,7.2,1,155,0,0,0
2649,4,1.3,1,68,0,0,0
2650,2,1.1,1,52,0,226,0
2651,1,0.7,3,51,0,0,0
2652,4,1.6,1,44,0,180,0
2653,2,3.1,1,121,0,408,0
2654,4,2.2,1,49,0,204,0
2655,2,1.0,3,42,0,78,0
2656,1,4.1,1,144,0,0,0
2657,1,2.6,2,72,0,0,0
2658,1,1.5,1,44,0,109,0
2659,3,0.9,3,43,0,175,0
2660,1,0.1,2,74,0,144,0
2661,1,2.5,1,145,0,0,0
2662,2,2.1,1,158,0,0,0
2663,4,4.9,1,78,0,0,0
2664,1,2.4,2,154,0,352,1
2665,2,4.5,3,105,0,0,0
2666,3,0.6,2,100,0,0,0
2668,1,0.9,1,113,0,406,0
2669,2,0.1,2,10,0,0,0
2670,2,2.7,1,142,0,0,0
2671,1,2.5,1,128,0,0,0
2672,3,0.5,3,131,0,0,1
2673,4,1.0,2,88,0,122,0
2674,2,0.6,1,101,0,0,0
2675,2,1.75,3,70,1,0,0
2677,3,1.5,1,70,0,0,0
2678,2,4.3,3,148,0,0,1
2679,2,2.1,3,43,0,166,0
2680,1,1.5,3,31,0,0,0
2681,2,0.8,3,35,0,0,0
2683,1,1.4,3,19,0,98,0
2684,4,1.8,3,98,1,129,0
2685,4,2.1,3,101,0,0,0
2686,2,0.4,3,81,0,0,0
2687,1,0.6,1,135,0,452,0
2688,2,0.7,2,34,0,0,0
2689,1,3.4,1,104,0,249,0
2690,3,0.7,2,29,0,0,0
2691,2,5.4,2,119,0,0,1
2692,2,1.7,2,82,0,0,0
2693,1,0.2,1,62,0,0,0
2694,3,2.1,1,85,0,0,0
2695,2,0.1,2,8,0,0,0
2696,4,1.7,3,78,0,0,0
2697,3,0.5,2,44,0,0,0
2698,2,8.0,1,122,0,0,0
2699,3,0.1,2,22,0,114,0
2700,4,2.2,2,39,0,0,0
2701,1,1.6,2,55,0,0,0
2702,2,6.1,1,144,0,158,0
2703,1,2.6,2,71,0,0,0
2704,2,3.0,1,191,0,0,0
2705,1,0.5,2,22,0,100,0
2707,3,0.3,3,131,1,0,1
2708,1,2.8,2,75,0,160,0
2709,3,0.7,2,69,0,170,0
2711,4,1.7,1,34,0,0,0
2712,1,1.7,1,32,0,0,0
2713,1,5.7,1,129,0,0,0
2714,3,5.4,1,158,0,432,1
2715,1,1.8,1,54,0,0,0
2716,1,2.0,2,34,0,0,0
2717,4,0.6,2,45,0,0,0
2718,2,2.3,3,68,0,0,0
2719,1,1.5,2,53,0,0,0
2720,1,0.1,1,32,0,0,0
2721,2,7.2,3,173,0,0,1
2722,4,0.4,1,31,0,0,0
2723,2,3.7,1,72,0,144,0
2724,4,0.4,2,30,1,157,0
2725,1,2.5,1,138,0,0,0
2726,1,1.5,2,18,0,127,0
2727,1,2.8,1,69,0,220,0
2728,3,2.1,1,58,0,247,0
2729,4,1.5,1,63,0,0,0
2730,2,0.3,1,43,0,0,0
2731,1,0.2,3,28,0,0,0
2732,1,2.1,3,38,0,133,0
2733,3,0.3,2,72,0,147,0
2734,4,0.9,1,64,0,0,0
2735,3,2.6,2,70,0,165,0
2736,1,0.3,1,12,0,0,0
2737,2,0.5,1,159,0,0,0
2738,2,4.5,3,103,0,0,0
2739,1,0.3,3,42,0,0,0
2740,2,2.1,3,48,0,142,0
2741,1,1.5,1,49,0,0,0
2742,2,0.4,1,89,0,0,0
2743,4,0.7,2,22,0,0,0
2744,2,0.2,1,10,0,86,0
2745,1,1.3,2,38,0,120,0
2746,2,2.1,3,49,0,95,0
2747,2,1.4,3,30,0,0,0
2748,1,2.6,2,82,1,240,0
2749,1,0.8,3,82,0,312,0
2750,1,0.1,2,24,0,0,0
2751,4,0.6,1,32,0,156,0
2752,3,0.9,3,34,0,111,0
2753,2,4.75,2,195,0,477,1
2754,4,2.2,1,61,0,119,0
2755,3,0.1,2,22,0,0,0
2756,4,1.0,3,40,0,0,0
2757,2,2.8,1,50,0,205,0
2758,2,0.7,3,35,0,0,0
2759,3,0.3,2,64,0,0,0
2760,3,2.3,1,49,0,0,0
2761,4,1.0,2,44,0,192,0
2762,2,3.7,1,65,0,0,0
2763,4,0.7,1,13,0,0,0
2764,1,2.9,3,84,0,105,0
2765,4,0.2,2,28,0,101,0
2766,3,4.4,1,108,0,0,0
2767,1,0.0,1,59,0,144,0
2768,1,2.4,1,163,0,396,0
2769,2,8.8,3,183,0,582,1
2770,4,4.0,3,69,0,0,0
2771,1,7.0,1,115,0,0,0
2772,4,6.5,1,130,0,0,1
2773,2,7.9,2,185,0,358,1
2774,2,0.3,1,118,0,0,0
2775,1,4.1,1,163,0,0,0
2776,2,6.3,1,140,0,380,0
2777,2,0.7,2,91,0,0,0
2778,4,1.3,3,61,0,0,0
2779,4,4.1,2,168,0,0,1
2780,3,0.9,2,69,0,0,0
2781,1,0.2,1,22,0,104,0
2782,1,0.3,1,53,0,213,0
2783,2,1.0,2,25,1,0,0
2784,4,2.2,2,115,0,0,1
2785,4,1.1,3,31,1,85,0
2786,1,2.8,3,83,0,0,0
2787,2,6.9,1,152,0,0,0
2788,1,0.1,1,30,0,0,0
2789,1,0.2,3,34,0,0,0
2790,1,1.4,3,44,0,0,0
2791,2,7.6,1,182,0,0,0
2792,3,1.5,1,44,0,117,0
2793,2,6.0,1,122,1,153,0
2794,4,1.8,1,35,0,0,0
2795,1,0.8,3,91,0,0,0
2796,2,2.0,2,30,0,0,0
2797,1,2.5,3,53,0,0,0
2799,4,3.4,2,85,0,200,0
2800,2,0.7,2,28,0,90,0
2801,4,0.4,1,41,0,177,0
2802,1,5.0,3,154,1,0,1
2803,1,0.3,3,41,0,0,0
2805,3,5.8,3,182,0,0,1
2807,2,3.3,1,129,0,0,0
2808,3,0.9,3,35,0,136,0
2809,3,2.2,2,185,1,0,1
2810,4,1.3,2,45,0,201,0
2811,4,0.1,2,62,0,145,0
2812,3,8.2,3,183,1,467,1
2813,2,0.1,3,14,0,0,0
2814,1,2.2,3,53,0,0,0
2815,3,2.6,3,48,0,169,0
2817,1,4.0,1,105,0,331,0
2820,2,3.3,1,102,0,303,0
2821,3,0.1,2,31,0,0,0
2822,4,0.8,1,30,0,158,0
2823,1,0.6,3,21,0,0,0
2824,2,0.3,1,44,0,0,0
2825,1,2.5,3,48,0,164,0
2827,4,2.2,2,84,0,0,0
2828,3,0.7,2,64,0,230,0
2829,1,2.5,1,82,0,138,0
2830,4,1.3,1,39,0,0,0
2831,2,0.8,3,45,0,0,0
2832,4,5.7,3,133,1,0,1
2834,1,1.0,1,12,0,91,0
2835,3,1.5,1,32,0,149,0
2836,4,2.6,1,74,0,204,0
2837,2,1.1,2,54,0,159,0
2838,3,4.1,2,181,1,0,1
2839,2,0.0,3,75,0,0,0
2840,3,0.1,1,95,0,240,0
2841,4,7.3,2,190,1,565,1
2842,1,2.8,1,90,0,0,0
2843,4,1.0,1,20,0,134,0
2844,3,2.2,3,64,0,0,0
2845,2,1.7,3,85,0,98,0
2846,4,1.7,2,105,0,0,0
2847,1,0.2,1,21,0,0,0
2848,2,1.8,2,78,0,0,0
2849,2,6.67,1,158,0,132,0
2850,1,4.3,1,125,0,219,0
2852,1,8.1,1,183,0,0,0
2853,4,0.6,2,54,0,0,0
2854,4,3.6,3,79,0,212,0
2855,1,1.5,2,38,0,136,0
2856,4,1.0,2,172,0,295,1
2857,3,7.5,1,184,0,0,1
2858,2,7.8,1,158,0,114,0
2859,1,0.9,3,188,0,282,1
2860,4,0.5,3,20,0,0,0
2861,4,0.2,3,60,0,151,0
2862,4,2.4,3,113,0,0,0
2863,4,0.0,1,70,0,0,0
2864,2,0.0,3,84,0,0,0
2866,2,3.3,1,141,1,0,0
2867,3,4.4,1,110,0,264,0
2868,4,1.8,1,31,0,0,0
2869,1,1.3,1,22,0,80,0
2870,1,5.2,1,91,0,0,0
2871,4,2.4,3,82,0,252,0
2872,1,0.3,1,23,0,0,0
2873,1,0.1,1,35,0,0,0
2874,1,2.5,3,114,0,0,1
2875,3,0.1,2,18,0,0,0
2876,2,1.6,3,80,0,238,0
2877,2,2.3,3,74,0,0,0
2878,4,4.1,2,122,0,0,1
2879,3,2.33,2,73,0,0,0
2880,2,1.1,1,40,0,0,0
2881,4,0.1,3,55,0,0,0
2882,1,2.7,2,69,0,0,0
2883,4,1.4,2,92,0,0,0
2884,4,2.1,3,48,0,0,0
2885,4,0.6,3,113,0,327,1
2886,1,1.3,2,58,0,0,0
2887,2,2.2,1,109,0,0,0
2888,3,1.0,2,39,0,0,0
2889,3,1.9,2,33,0,144,0
2890,4,0.2,1,18,0,0,0
2892,1,2.8,2,43,0,0,0
2893,4,2.0,3,70,0,0,0
2894,1,0.9,3,19,0,0,0
2895,4,1.3,2,39,0,140,0
2896,3,0.8,1,81,0,0,0
2897,4,1.3,3,34,0,0,0
2898,1,5.9,2,140,1,175,1
2899,1,0.3,1,114,0,0,0
2900,2,3.2,3,55,0,151,0
2901,1,0.1,2,21,0,76,0
2902,4,2.8,2,50,0,0,0
2903,3,1.5,1,41,0,0,0
2904,3,2.2,1,190,1,0,1
2905,2,0.3,3,8,0,0,0
2906,2,1.67,2,55,0,0,0
2907,2,1.3,1,40,0,0,0
2909,2,1.67,2,44,0,0,0
2910,3,4.5,3,102,0,0,1
2911,4,1.8,3,54,0,235,0
2912,4,3.2,2,130,0,0,1
2913,3,2.33,2,75,0,0,0
2914,2,1.7,1,42,0,0,0
2915,1,3.8,1,133,0,0,0
2916,1,1.2,2,40,0,0,0
2917,3,1.5,1,34,0,101,0
2918,1,0.8,1,142,0,0,0
2919,3,2.3,1,64,1,0,0
2920,2,1.6,3,44,0,170,0
2921,1,0.3,1,95,0,262,0
2923,2,0.2,1,12,0,0,0
2924,1,1.3,3,98,0,0,0
2925,4,0.4,1,42,0,0,0
2926,2,0.6,3,44,0,0,0
2927,1,5.2,1,124,0,0,0
2928,2,6.7,1,175,0,0,0
2929,4,0.3,1,22,0,0,0
2930,4,2.67,1,78,0,99,0
2931,2,1.0,2,54,0,109,0
2932,1,7.0,1,154,0,0,0
2933,3,2.7,2,42,0,0,0
2934,2,6.5,1,195,0,635,0
2935,1,3.0,3,80,0,0,0
2936,3,2.0,2,81,0,0,0
2937,2,2.0,1,89,0,0,0
2938,3,2.6,2,61,0,0,0
2940,3,0.1,2,43,0,163,0
2941,1,2.6,1,122,0,352,0
2942,1,4.3,1,160,0,385,0
2943,4,1.6,2,83,0,0,0
2944,2,0.0,3,79,0,0,0
2945,3,0.5,2,30,0,0,0
2946,1,4.3,1,145,0,437,0
2947,2,3.3,1,151,0,328,0
2948,2,0.1,3,14,0,98,0
2949,3,0.2,2,19,0,0,0
2950,1,0.7,3,55,0,135,0
2951,2,2.4,3,132,0,0,1
2952,1,8.6,1,182,0,0,0
2953,3,0.5,1,78,0,0,0
2954,1,2.4,2,42,0,0,0
2955,2,2.3,3,44,0,187,0
2956,4,5.2,3,195,1,522,1
2957,3,0.5,2,53,0,0,0
2958,3,2.4,1,65,0,0,0
2959,4,0.2,1,43,0,0,0
2960,4,1.5,3,38,0,0,0
2961,1,1.8,3,50,0,0,0
2962,2,1.8,2,81,0,0,0
2964,3,2.3,1,73,0,0,0
2965,2,0.4,3,31,0,104,0
2967,2,1.9,1,95,0,0,0
2968,4,1.3,1,162,0,301,1
2969,2,2.2,3,60,0,115,0
2970,2,1.1,3,121,0,0,1
2971,3,1.0,2,43,1,165,0
2972,1,1.8,2,38,1,182,0
2973,1,2.9,1,82,0,276,0
2974,4,1.9,1,52,0,0,0
2975,3,1.5,1,43,0,168,0
2976,1,2.6,2,82,1,0,0
2977,1,4.1,1,161,0,0,0
2978,2,0.7,2,24,0,0,0
2979,1,2.6,1,102,0,0,0
2980,3,2.4,2,53,0,0,0
2981,1,1.2,1,85,0,0,0
2982,3,4.4,1,111,0,0,0
2983,2,0.3,1,90,0,0,0
2984,2,1.1,1,94,0,188,0
2985,4,3.6,3,63,0,0,0
2986,2,2.8,2,153,1,0,1
2987,2,2.0,3,39,0,0,0
2988,2,8.8,1,205,0,181,0
2989,1,3.4,1,142,0,496,0
2990,2,0.4,1,163,0,0,0
2991,3,1.0,1,113,0,0,0
2992,1,2.9,1,64,0,0,0
2993,3,0.1,3,20,0,0,0
2994,1,1.0,1,179,0,0,0
2995,2,4.5,3,91,0,90,0
2996,1,3.33,1,103,1,0,1
2997,4,1.6,2,80,0,0,0
2999,1,0.2,1,44,0,0,0
3000,1,4.3,2,164,0,0,1
3001,3,1.6,1,81,0,0,0
3002,2,1.7,2,95,0,83,0
3003,3,1.9,2,44,0,0,0
3004,3,1.6,1,88,0,0,0
3005,3,7.0,2,148,0,0,1
3006,3,5.0,2,169,1,184,1
3007,1,0.8,2,11,0,102,0
3008,1,3.0,3,92,0,158,0
3009,3,2.6,2,74,0,0,0
3010,3,0.8,1,72,0,0,0
3011,3,2.67,1,63,0,0,0
3012,2,4.5,1,172,0,415,0
3013,2,1.4,1,183,0,0,0
3014,1,2.5,3,40,0,166,0
3016,4,3.6,3,78,0,0,0
3017,2,3.7,1,68,0,184,0
3018,1,1.4,1,49,0,99,0
3019,2,2.3,3,39,0,0,0
3020,1,3.5,1,151,0,392,0
3021,2,0.5,1,159,0,461,0
3022,4,1.9,2,89,0,0,0
3023,4,1.7,3,105,0,244,0
3024,2,2.0,1,78,0,0,0
3025,2,2.7,1,128,0,344,0
3026,4,0.8,1,81,0,228,0
3027,4,0.1,3,50,0,152,0
3028,3,0.1,3,38,0,178,0
3029,2,6.1,1,119,0,263,0
3030,3,1.8,2,110,0,0,0
3031,1,1.4,3,29,0,102,0
3032,1,0.4,3,19,0,0,0
3033,2,4.7,3,130,0,221,1
3034,1,2.4,1,38,0,130,0
3036,4,0.7,2,14,0,105,0
3037,3,0.4,2,158,1,0,1
3038,4,0.2,1,39,0,115,0
3039,2,4.9,3,141,0,0,1
3040,3,1.0,1,33,0,167,0
3041,2,0.6,1,92,0,0,0
3042,3,3.0,2,78,0,0,0
3044,2,0.3,2,15,0,83,0
3045,1,2.8,2,48,0,0,0
3046,3,2.3,1,63,0,0,0
3047,1,4.7,1,149,0,0,0
3048,1,0.8,1,49,0,103,0
3052,2,3.2,3,75,0,0,0
3053,2,0.2,1,114,0,0,0
3054,4,5.5,2,134,1,0,1
3055,4,2.3,3,111,0,0,0
3056,4,3.8,2,62,0,149,0
3059,1,2.6,1,128,0,0,0
3060,4,5.7,3,168,0,0,1
3061,1,4.0,3,81,0,206,0
3062,1,0.1,2,75,0,297,0
3063,4,0.1,3,21,0,0,0
3064,3,4.4,1,83,0,0,0
3065,1,3.5,1,121,0,368,0
3066,4,1.67,3,40,0,0,0
3067,1,2.9,3,101,0,170,0
3069,1,2.67,2,68,0,0,0
3070,2,1.8,2,74,0,221,0
3071,4,0.1,2,74,0,257,0
3072,2,3.2,3,51,0,0,0
3073,1,1.5,1,149,0,0,0
3074,1,1.4,3,31,0,88,0
3076,2,1.75,3,62,0,0,0
3077,1,0.3,1,44,0,110,0
3078,3,0.5,3,63,1,190,0
3079,2,0.3,1,23,0,0,0
3080,3,2.2,2,40,0,87,0
3081,2,4.5,3,78,0,204,0
3082,3,0.9,3,40,0,129,0
3083,4,2.4,1,78,1,0,0
3084,3,0.7,2,129,0,0,1
3085,3,0.3,2,71,0,0,0
3086,3,0.3,3,23,0,0,0
3087,2,0.3,1,15,0,0,0
3088,1,1.3,1,28,0,138,0
3089,3,1.0,1,23,0,95,0
3091,3,1.4,3,42,0,158,0
3092,2,0.4,1,113,0,325,0
3094,1,0.5,2,19,0,104,0
3095,1,1.6,2,43,0,0,0
3096,3,1.2,1,179,1,0,1
3097,3,2.2,3,44,0,0,0
3098,2,0.1,2,21,0,0,0
3099,1,2.5,1,115,0,174,0
3101,2,2.8,1,91,0,0,0
3102,4,0.9,2,30,0,0,0
3103,3,1.4,3,55,0,0,0
3104,2,2.1,3,48,0,0,0
3105,4,0.3,2,23,0,121,0
3106,3,0.1,2,21,0,0,0
3107,2,1.7,1,55,0,0,0
3109,3,2.2,3,40,0,0,0
3110,4,0.3,1,30,0,0,0
3112,2,3.2,3,65,0,0,0
3113,4,2.1,3,50,0,209,0
3115,2,0.2,1,111,0,0,0
3117,3,0.5,3,65,0,256,0
3118,1,0.8,3,114,0,0,0
3119,3,0.9,3,54,0,179,0
3120,2,1.7,2,75,0,0,0
3121,4,0.4,1,13,0,0,0
3122,2,0.6,3,54,0,218,0
3123,3,1.0,2,22,0,126,0
3124,2,2.8,1,198,0,0,0
3125,1,0.2,1,18,0,0,0
3126,4,0.7,1,74,0,0,0
3127,4,0.2,3,61,0,0,0
3128,2,1.8,1,64,0,0,0
3130,2,1.8,2,82,0,0,0
3131,3,2.7,2,61,0,168,0
3132,2,2.5,1,83,0,148,0
3133,3,2.6,3,73,0,0,0
3134,2,0.4,1,22,0,89,0
3135,2,1.8,2,91,0,321,0
3136,3,2.2,3,65,1,94,0
3137,3,0.5,1,13,0,0,0
3138,1,4.6,1,103,0,255,0
3139,1,0.3,1,95,0,0,0
3140,4,1.0,1,31,0,0,0
3141,3,0.6,1,131,0,0,1
3142,4,1.1,3,175,1,0,1
3143,4,0.1,1,38,0,0,0
3144,3,1.0,1,104,0,0,0
3145,3,3.3,3,114,0,0,1
3146,4,1.7,2,38,0,0,0
3147,4,1.3,3,30,0,0,0
3148,2,0.1,3,19,0,106,0
3150,4,5.0,3,124,0,0,1
3151,3,0.5,1,20,0,0,0
3152,1,1.0,3,83,0,0,0
3154,1,3.0,3,99,0,149,1
3155,3,0.3,2,62,0,0,0
3157,4,1.0,1,13,0,84,0
3158,2,0.8,3,64,0,0,0
3159,3,2.67,1,62,0,240,0
3160,1,4.7,2,158,1,0,1
3161,1,5.4,1,88,0,0,0
3163,2,1.0,3,52,0,0,0
3164,4,0.0,1,82,0,0,0
3165,2,6.9,1,140,0,97,0
3166,1,0.8,2,80,0,0,0
3167,4,1.2,2,58,0,228,0
3169,1,1.6,2,55,0,227,0
3170,3,2.67,2,65,0,100,0
3171,3,2.33,2,62,0,0,0
3172,4,0.3,1,23,0,0,0
