Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
1,3.4,1,110,0,0,0
4,1.2,2,54,0,129,0
4,0.7,1,73,0,241,0
4,1.0,2,172,0,295,1
3,1.0,1,104,0,0,0
3,2.0,3,61,0,0,0
4,0.4,1,40,0,0,0
3,0.1,3,22,0,90,0
1,0.6,1,112,0,0,0
3,0.3,3,12,0,0,0
4,0.7,3,25,0,0,0
2,0.8,3,45,0,0,0
2,4.33,1,112,0,0,0
1,1.6,2,54,0,186,0
4,2.1,1,54,0,0,0
3,2.5,2,38,0,0,0
1,0.1,2,25,0,136,0
1,0.67,3,22,0,103,0
4,2.6,1,73,0,0,0
2,3.7,1,65,0,0,0
1,0.3,1,94,0,0,0
1,2.9,1,145,0,345,0
1,0.5,3,10,0,81,0
1,1.5,2,34,0,111,0
4,1.8,3,54,0,167,0
1,2.8,2,58,0,0,0
2,0.8,3,30,0,86,0
1,2.4,2,42,0,0,0
1,5.2,1,80,0,0,0
2,2.0,1,119,0,0,0
3,5.6,1,153,0,416,1
4,1.3,1,43,0,0,0
4,2.8,2,48,0,0,0
1,2.5,1,138,0,0,0
3,2.0,1,51,0,130,0
3,0.7,2,74,0,0,0
3,0.6,2,38,0,148,0
2,0.4,3,83,0,0,0
2,1.9,1,89,0,0,0
4,1.6,2,84,0,0,0
3,0.9,3,58,0,128,0
2,0.6,3,51,0,0,0
2,0.3,2,9,0,0,0
2,1.0,1,10,0,0,0
1,2.4,2,45,0,0,0
4,0.1,2,85,0,131,0
4,1.9,3,70,0,0,0
3,0.5,2,59,0,0,0
1,0.5,3,21,0,0,0
4,1.8,1,145,0,198,1
3,0.9,3,31,0,78,0
2,1.8,2,95,0,0,0
4,1.8,3,54,0,235,0
1,1.2,1,78,0,305,0
1,1.5,2,29,0,0,0
2,3.8,2,113,1,119,1
3,1.8,2,98,0,80,0
3,2.6,3,73,0,0,0
1,2.0,1,92,0,0,0
1,0.3,3,31,0,0,0
4,1.0,3,33,0,0,0
4,2.6,1,60,0,97,0
4,0.1,3,31,0,0,0
2,1.8,1,71,0,127,0
2,0.6,3,54,0,218,0
3,3.0,3,93,1,0,1
3,2.0,2,81,0,0,0
2,3.3,1,115,0,85,0
3,4.4,1,111,0,0,0
3,1.7,1,53,0,0,0
1,0.8,2,58,0,0,0
3,1.0,2,45,0,0,0
2,2.0,2,113,0,315,0
2,3.4,3,183,0,0,1
2,4.5,3,78,0,204,0
3,2.2,3,44,0,0,0
3,1.1,1,84,0,0,0
4,0.4,2,19,0,103,0
1,0.4,2,24,0,81,0
4,4.0,3,74,0,0,0
1,7.0,1,140,0,205,0
3,0.5,3,109,1,0,1
1,2.8,1,68,0,0,0
3,2.0,2,185,0,0,1
4,1.0,1,12,0,89,0
2,1.6,3,43,0,0,0
2,4.6,2,154,1,0,1
3,0.5,3,94,0,0,0
4,4.5,3,134,1,0,1
3,8.5,1,178,1,0,1
2,0.5,2,25,0,0,0
2,0.4,1,15,0,0,0
4,3.4,2,85,0,200,0
1,2.5,3,48,0,164,0
2,0.6,3,44,0,0,0
4,0.2,1,71,0,78,0
1,0.7,1,43,0,0,0
3,2.3,1,55,1,0,0
2,0.3,3,21,0,0,0
4,1.9,2,84,0,0,0
2,6.8,1,148,0,0,0
3,0.9,3,40,0,129,0
1,4.2,1,98,1,171,1
4,1.3,2,190,0,197,1
4,1.1,3,175,1,0,1
2,6.7,1,170,0,137,0
1,3.5,3,152,0,0,1
2,2.0,2,83,0,148,0
4,2.2,2,51,0,110,0
1,1.5,2,38,0,0,0
2,0.2,3,32,0,0,0
3,2.1,3,49,0,0,0
1,1.0,1,41,0,0,0
1,3.6,2,81,0,0,0
4,6.6,3,140,1,0,1
4,0.1,3,55,0,0,0
3,2.9,3,143,0,0,1
1,0.2,1,18,0,0,0
3,0.5,1,19,0,89,0
4,0.4,1,73,0,0,0
4,0.2,1,75,0,0,0
1,2.4,2,50,0,0,0
3,1.3,1,35,0,0,0
3,1.1,1,80,0,0,0
4,1.2,2,33,0,82,0
2,3.2,2,182,0,0,1
2,4.5,3,83,0,0,0
4,0.4,2,35,0,118,0
2,3.1,1,94,0,0,0
4,0.5,2,22,0,0,0
4,0.2,1,78,0,87,0
1,4.7,1,94,0,0,0
2,0.1,2,25,0,91,0
2,1.2,3,131,0,0,1
2,0.3,1,101,0,0,0
4,0.2,3,75,0,102,0
2,1.1,2,54,0,159,0
2,0.3,1,20,0,0,0
3,0.7,1,61,0,0,0
2,1.0,3,38,0,164,0
2,2.0,1,100,0,127,0
4,0.7,3,11,0,0,0
1,2.0,2,34,0,0,0
1,2.6,2,92,0,213,0
1,1.4,3,35,0,0,0
1,2.4,1,65,0,0,0
4,0.3,3,129,0,75,1
2,3.9,3,101,0,294,1
1,0.3,1,80,0,0,0
1,5.7,1,91,0,0,0
4,0.3,1,18,0,0,0
2,2.8,1,92,0,103,0
3,4.0,2,134,0,0,1
3,4.4,1,108,0,0,0
2,0.3,1,132,0,403,0
4,0.2,3,60,0,151,0
2,0.2,1,92,0,0,0
4,1.5,1,51,0,0,0
3,1.4,1,30,0,0,0
3,1.0,1,29,0,0,0
4,2.2,1,59,0,232,0
1,1.5,1,135,0,0,0
2,4.5,1,188,0,0,0
4,0.0,1,68,0,0,0
1,0.8,3,82,0,312,0
2,0.2,1,12,0,76,0
4,1.4,2,90,0,0,0
2,0.3,2,29,0,131,0
1,1.9,1,85,0,0,0
1,0.6,3,35,0,171,0
4,1.9,1,69,0,0,0
3,4.4,1,110,0,0,0
1,2.9,1,162,0,0,0
3,0.6,2,34,0,128,0
1,1.8,3,68,0,95,0
4,0.4,1,39,0,0,0
3,2.5,1,60,0,0,0
4,2.2,2,63,0,0,0
1,5.8,3,161,0,0,1
2,2.1,3,48,0,142,0
4,0.8,1,22,0,0,0
4,0.4,3,8,0,0,0
4,1.1,2,75,0,0,0
3,6.9,2,141,0,260,1
1,2.4,1,84,0,0,0
4,3.1,1,172,1,282,1
1,0.8,2,44,0,0,0
4,2.2,1,39,0,0,0
1,0.0,1,120,0,0,0
3,0.5,1,31,0,0,0
4,0.5,1,140,0,292,1
4,1.2,2,40,0,0,0
1,2.5,3,61,0,0,0
1,2.8,2,92,0,0,0
3,1.5,1,43,0,168,0
3,0.6,2,45,0,117,0
1,1.8,3,79,0,0,0
1,1.7,1,154,0,0,0
2,0.4,3,31,0,0,0
1,0.1,1,8,0,0,0
3,0.1,3,20,0,0,0
1,0.3,3,21,0,117,0
2,1.5,3,115,0,189,0
3,1.8,2,78,0,0,0
3,1.8,2,81,0,0,0
4,4.9,1,85,0,0,0
1,8.6,1,162,0,153,0
2,0.3,1,25,0,75,0
3,0.9,2,75,0,0,0
2,1.67,2,49,0,214,0
4,0.4,1,83,0,141,0
1,5.0,3,154,1,0,1
2,1.9,1,129,0,0,0
1,1.0,1,48,0,212,0
4,0.3,1,28,0,87,0
2,2.8,2,118,0,0,1
2,0.0,1,91,0,0,0
3,0.7,2,54,0,196,0
2,2.2,1,83,0,0,0
2,0.8,3,29,0,98,0
4,0.3,1,33,0,142,0
3,2.5,1,64,0,208,0
4,0.7,2,29,0,87,0
1,0.8,2,81,0,223,0
4,0.8,1,13,0,111,0
1,0.3,1,132,0,0,0
1,0.1,1,9,0,94,0
2,1.1,1,79,0,0,0
2,3.1,1,122,0,0,0
2,3.7,1,84,0,304,0
2,1.4,1,173,0,419,0
4,2.6,3,65,0,0,0
3,2.4,2,55,0,145,0
1,0.2,1,22,0,0,0
4,0.8,1,88,0,0,0
1,0.4,2,14,0,98,0
1,0.3,3,41,0,0,0
2,4.2,2,119,0,0,1
3,1.0,1,82,0,309,0
2,0.4,1,20,0,80,0
3,1.0,2,41,0,0,0
3,0.6,2,81,0,104,0
4,1.3,2,50,0,0,0
1,0.8,1,45,0,0,0
2,2.0,1,112,0,241,0
3,2.0,2,84,0,0,0
4,0.2,1,38,0,0,0
1,0.8,2,83,0,230,0
1,1.8,1,45,0,172,0
4,1.5,3,33,0,0,0
1,3.3,2,119,1,0,1
4,1.7,1,38,0,0,0
4,1.67,3,53,0,0,0
4,2.2,1,72,0,0,0
1,0.8,2,80,0,150,0
2,0.7,3,45,0,0,0
1,5.4,1,123,0,0,0
4,3.4,1,69,0,188,0
1,6.0,1,149,0,0,0
1,7.3,1,123,0,0,0
3,0.5,1,95,0,0,0
4,1.5,3,45,0,0,0
2,2.8,1,170,0,0,0
3,1.0,2,23,0,0,0
1,0.2,1,15,0,0,0
4,1.0,1,28,0,130,0
1,2.4,1,174,0,0,0
2,2.5,1,40,1,0,0
1,1.7,1,194,0,0,0
4,1.3,1,54,0,0,0
2,3.3,1,150,0,0,0
2,0.3,1,28,0,148,0
3,0.1,2,18,0,0,0
2,1.6,1,88,0,0,0
1,0.2,1,34,0,0,0
4,1.7,1,33,0,87,0
3,0.9,2,61,0,0,0
2,3.8,3,85,0,0,0
1,1.6,2,55,0,197,0
3,2.2,2,55,0,0,0
4,2.6,3,78,0,0,0
2,3.9,1,128,0,0,0
4,0.6,3,12,0,0,0
2,1.5,1,41,0,173,0
1,1.2,3,35,0,122,0
1,2.4,1,125,0,0,0
3,1.4,1,181,0,0,1
1,2.0,2,41,0,176,0
1,2.9,1,70,0,0,0
1,6.33,1,191,0,0,0
2,6.9,1,145,0,0,0
2,3.7,1,59,0,134,0
3,3.0,2,82,0,0,0
4,0.2,1,81,0,0,0
4,4.2,3,179,0,0,1
1,0.2,2,92,0,0,0
2,2.3,3,75,0,0,0
1,0.9,1,140,0,0,0
4,1.8,2,72,0,242,0
1,0.5,3,11,0,80,0
2,1.8,1,82,0,178,0
4,0.7,2,44,0,174,0
4,2.8,2,65,0,0,0
4,1.0,3,35,0,0,0
2,1.8,1,75,0,0,0
3,0.9,3,61,0,0,0
1,3.0,3,83,0,0,0
4,0.4,2,24,0,137,0
2,0.0,1,179,0,0,0
3,1.3,2,35,0,0,0
4,0.1,2,62,0,145,0
4,2.4,1,72,0,0,0
1,1.6,1,63,0,0,0
1,2.8,1,49,0,0,0
2,0.3,3,15,0,115,0
3,1.3,2,19,0,97,0
1,1.6,2,53,0,0,0
4,0.3,1,14,0,0,0
2,0.1,1,45,0,0,0
1,0.4,2,10,0,0,0
1,4.1,3,165,1,0,1
4,2.67,1,64,0,0,0
4,1.7,3,109,0,0,0
1,2.0,1,112,0,0,0
2,1.8,2,78,0,0,0
1,1.9,3,38,0,0,0
4,2.3,3,75,0,0,0
2,2.2,3,60,0,0,0
2,1.5,3,83,0,199,0
4,1.8,3,68,0,0,0
2,1.67,2,55,0,0,0
2,2.0,1,82,0,83,0
3,0.8,1,72,0,0,0
3,2.5,1,55,1,219,0
4,0.0,2,34,0,0,0
1,8.1,1,195,0,0,0
1,1.5,2,33,0,0,0
1,2.0,2,44,0,0,0
1,1.0,1,32,0,0,0
2,1.8,1,80,0,0,0
4,2.1,3,85,0,0,0
2,6.5,1,193,0,0,0
4,1.0,1,20,0,134,0
4,1.0,3,38,0,154,0
1,1.0,3,114,0,0,0
2,0.6,3,32,0,0,0
4,1.8,3,53,0,0,0
2,4.33,1,138,0,0,0
4,2.4,3,112,0,0,0
4,1.5,2,20,0,0,0
1,5.0,1,133,0,0,0
1,0.3,1,41,0,0,0
3,0.7,2,84,0,0,0
1,4.4,2,132,0,0,1
2,0.2,3,21,1,137,0
2,0.3,1,41,0,108,0
1,1.5,3,33,0,140,0
1,5.0,1,134,0,0,0
4,1.2,2,42,0,0,0
4,1.9,3,49,0,89,0
3,2.1,1,68,0,0,0
3,5.4,2,154,0,0,1
1,0.1,1,35,0,0,0
4,1.8,3,78,0,163,0
3,1.8,2,85,0,0,0
1,1.5,3,18,0,0,0
1,1.2,1,44,0,0,0
2,2.0,3,40,0,89,0
3,1.8,2,103,0,364,0
4,1.9,1,71,0,207,0
1,1.5,2,22,0,111,0
3,1.7,2,81,0,0,0
1,2.5,3,63,0,0,0
2,0.2,3,11,0,90,0
2,2.0,2,81,1,0,0
1,2.7,2,100,0,126,0
4,2.4,1,78,1,0,0
2,1.67,2,48,0,0,0
2,7.2,1,118,0,0,0
3,1.9,2,43,0,0,0
3,2.1,1,82,0,0,0
3,2.6,3,74,0,0,0
2,5.7,2,194,0,0,1
2,3.7,3,158,0,251,1
3,2.2,3,61,0,117,0
2,1.0,3,30,0,159,0
1,1.7,1,43,0,142,0
3,0.2,1,33,0,0,0
1,2.4,1,44,0,0,0
1,1.4,3,28,0,118,0
4,0.3,2,30,0,157,0
3,0.9,3,23,0,0,0
4,0.4,2,30,0,115,0
4,1.7,2,55,0,0,0
3,1.5,1,81,0,276,0
1,1.3,3,82,0,0,0
2,2.0,1,114,0,402,0
1,2.7,2,115,0,283,0
4,1.9,3,29,0,0,0
4,0.3,1,32,0,0,0
4,0.1,3,34,0,0,0
2,1.1,1,50,0,0,0
2,3.3,1,135,0,0,0
4,0.8,1,35,0,0,0
1,6.33,1,149,0,305,0
1,1.5,3,93,0,0,0
3,4.6,2,174,0,590,1
4,0.6,1,32,0,156,0
1,1.4,1,41,0,0,0
1,7.3,1,155,0,0,0
3,0.9,2,82,0,0,0
3,1.5,1,34,0,101,0
3,2.5,1,104,0,0,0
2,7.8,1,139,0,0,0
1,3.7,3,182,0,0,1
1,3.6,2,59,0,0,0
3,0.1,1,69,0,0,0
1,7.0,1,109,0,366,0
3,0.1,2,20,0,0,0
2,2.8,1,60,0,181,0
4,3.0,1,92,1,0,1
2,7.8,1,171,0,0,0
4,2.1,3,114,0,0,0
2,2.0,1,102,0,0,0
1,0.1,2,69,0,0,0
4,1.6,2,80,0,0,0
4,1.0,2,94,0,0,0
1,4.1,1,163,0,0,0
1,0.8,1,41,0,0,0
2,0.0,3,81,0,0,0
3,1.5,1,21,0,0,0
4,7.2,2,149,1,0,1
4,2.3,3,101,0,256,0
1,0.5,2,173,0,0,1
4,1.3,1,39,0,0,0
3,0.9,1,29,0,126,0
3,1.5,1,44,0,117,0
2,2.9,3,139,0,0,1
4,0.4,1,80,0,0,0
2,6.67,1,160,0,0,0
3,0.67,2,23,0,95,0
2,1.5,1,59,0,139,0
1,1.0,1,22,0,0,0
1,2.8,3,93,0,0,0
1,2.4,3,114,0,0,1
4,0.4,3,25,0,115,0
3,0.9,3,33,0,0,0
2,2.5,1,53,0,102,0
1,0.0,1,83,0,0,0
1,2.5,3,48,0,105,0
2,0.3,1,35,1,88,0
2,2.3,3,44,0,0,0
1,0.1,1,19,0,0,0
1,1.4,3,19,0,98,0
4,2.1,3,50,1,0,0
4,1.67,3,41,0,0,0
2,2.8,3,142,0,0,1
1,3.5,1,125,0,0,0
2,3.3,1,148,1,0,0
2,0.7,2,30,0,145,0
4,0.1,3,25,0,109,0
3,3.9,3,98,0,0,1
3,0.5,1,33,0,108,0
2,7.9,2,168,0,0,1
2,1.7,2,41,0,0,0
4,3.8,2,81,0,0,0
1,0.67,3,19,0,83,0
1,0.3,1,8,0,0,0
4,0.2,3,18,0,0,0
2,1.4,1,175,0,0,0
1,1.8,3,64,0,147,0
2,2.0,3,38,0,0,0
2,4.5,1,190,0,246,0
3,3.0,2,84,0,0,0
3,1.0,2,25,0,135,0
1,2.0,2,29,0,0,0
2,2.3,3,39,0,0,0
2,0.8,1,39,0,0,0
4,2.6,3,84,1,289,0
2,2.8,1,84,0,0,0
4,4.0,3,83,0,0,0
3,2.0,3,73,0,285,0
3,0.4,2,23,0,0,0
1,0.75,3,32,0,105,0
3,1.0,1,98,0,296,0
3,2.0,3,72,0,190,0
3,4.4,1,81,0,0,0
1,2.6,2,153,1,0,1
4,0.2,3,81,0,167,0
1,0.2,3,42,0,102,0
4,2.5,3,110,0,0,1
4,1.8,3,54,0,0,0
1,3.1,2,183,1,0,1
3,0.3,3,71,0,0,0
4,1.5,1,63,0,0,0
2,2.4,2,61,0,90,0
2,0.2,3,35,0,0,0
1,4.9,1,93,1,133,0
3,0.3,3,54,0,0,0
4,0.2,2,43,0,0,0
1,0.3,1,40,0,116,0
2,2.8,1,115,0,202,0
3,0.5,1,18,0,0,0
4,1.9,3,53,0,0,0
3,0.6,2,38,0,0,0
3,1.1,1,109,0,0,0
4,1.0,1,12,0,90,0
4,3.8,2,62,0,149,0
4,1.3,1,70,0,0,0
4,1.8,1,44,0,0,0
4,0.2,3,194,1,211,1
1,0.8,1,49,0,103,0
3,1.8,2,112,1,0,0
2,0.3,2,9,0,99,0
2,0.5,1,141,0,0,0
1,0.3,1,44,0,0,0
1,3.4,3,85,1,0,1
2,1.4,1,112,0,0,0
3,0.3,3,48,0,0,0
1,2.9,3,84,1,102,0
1,10.0,2,201,0,0,1
2,1.7,1,41,0,0,0
3,5.5,1,142,0,0,1
2,2.1,1,169,0,122,0
1,3.6,3,180,1,571,1
1,0.5,3,29,0,0,0
1,0.3,1,44,0,81,0
2,4.5,3,81,0,0,0
4,3.0,2,120,0,431,1
3,0.1,3,30,0,128,0
4,1.0,1,29,0,0,0
4,2.6,3,74,0,104,0
3,2.67,2,80,0,0,0
3,0.9,3,22,0,0,0
4,0.4,1,59,0,0,0
1,7.4,1,129,0,0,0
4,1.9,3,93,0,0,0
4,0.9,2,13,0,78,0
1,0.8,1,149,0,0,0
3,2.5,1,85,0,0,0
2,1.5,1,49,0,0,0
4,2.1,1,50,0,0,0
4,3.8,2,108,0,304,1
2,1.3,1,43,0,0,0
1,2.6,1,98,0,0,0
4,4.8,3,103,0,0,1
3,1.4,1,43,0,0,0
1,3.6,2,79,0,104,0
1,1.3,1,30,0,0,0
4,2.6,1,70,0,218,0
2,1.4,1,113,0,270,0
2,1.0,3,64,0,211,0
2,8.8,1,205,0,181,0
3,2.0,2,101,0,270,0
1,6.33,1,201,0,158,0
2,1.0,2,30,0,0,0
2,2.2,3,63,0,0,0
