,Experience,Income,CCAvg,Education,Mortgage,target
5094,26,150,4.298601848547261,2,301,1
5095,8,172,3.2398116150678717,2,571,1
5096,35,153,2.0860430777650327,2,0,1
5097,13,158,5.319806043964296,3,0,1
5098,33,96,3.6370335137570233,3,0,1
5099,22,78,3.611688164052693,1,125,1
5100,5,189,4.160634696064527,2,0,1
5101,24,188,3.4726081083214018,1,609,1
5102,13,181,2.4692778187799718,2,0,1
5103,28,110,3.3430623611781813,2,0,1
5104,28,157,2.921287309801105,2,350,1
5105,13,165,4.818560593276028,2,0,1
5106,39,162,7.109849980054881,3,103,1
5107,20,114,4.279818463507972,2,0,1
5108,7,115,3.028738176505411,2,0,1
5109,19,164,3.168561433412938,1,316,1
5110,27,132,2.3607093961466488,2,0,1
5111,34,167,4.145826225791783,1,0,1
5112,32,115,4.570407371875254,2,0,1
5113,28,104,3.4821699613206114,1,370,1
5114,7,173,3.5656855531039615,2,325,1
5115,24,178,5.3124405353507465,2,146,1
5116,7,73,3.351501022479917,1,0,1
5117,24,99,4.487037903986283,1,366,1
5118,15,139,5.491698082760538,1,0,1
5119,12,138,4.784776379389479,1,0,1
5120,14,187,6.803853060196902,2,594,1
5121,20,111,5.265255864053689,2,0,1
5122,8,170,3.833480679375428,2,283,1
5123,13,140,4.388917883910466,1,0,1
5124,26,85,3.413261482849407,2,0,1
5125,34,148,7.11742964521588,2,0,1
5126,32,159,5.08343380608334,3,0,1
5127,13,158,2.693073743184682,2,0,1
5128,30,113,4.408355461547718,1,0,1
5129,25,167,3.565022603803483,1,423,1
5130,26,132,4.317171280211809,2,93,1
5131,24,164,4.871261235742677,2,413,1
5132,26,179,2.811013964301341,2,0,1
5133,5,179,2.9098895708486046,2,143,1
5134,22,151,3.600448296801834,2,0,1
5135,21,157,2.2361834199716335,3,313,1
5136,36,160,5.834546286533245,3,0,1
5137,37,150,3.5782754072312395,2,0,1
5138,28,160,3.574144199435376,2,257,1
5139,31,172,6.382187931718398,2,0,1
5140,11,181,1.792636455728211,1,0,1
5141,6,118,2.8807550652645135,2,0,1
5142,29,85,3.4,3,0,1
5143,26,115,0.616384643975672,3,0,1
5144,21,132,3.071750951802902,2,0,1
5145,14,137,1.9588891463906228,2,263,1
5146,34,83,3.4145091512828274,2,0,1
5147,6,136,2.926298419571901,2,459,1
5148,29,173,5.379823852948799,2,0,1
5149,14,138,3.6712058359577804,2,0,1
5150,9,114,3.1623523819855204,2,0,1
5151,26,181,1.4790529729931698,2,0,1
5152,8,175,1.122285089726648,2,0,1
5153,16,139,2.4691635656720914,2,0,1
5154,34,83,3.4267168087663786,2,0,1
5155,18,141,4.806049387485684,2,0,1
5156,6,74,3.2776854911484676,1,0,1
5157,8,116,3.2191667700901823,2,0,1
5158,18,116,4.963482669541618,2,205,1
5159,30,133,4.964814755565925,2,0,1
5160,21,170,4.899730791265541,1,320,1
5161,25,138,1.681618274984372,2,0,1
5162,18,159,2.1280059795474857,3,313,1
5163,27,169,2.823651535298997,1,400,1
5164,32,175,4.67030149574392,2,0,1
5165,21,156,5.066663739616337,1,417,1
5166,30,145,5.7972768754052915,2,0,1
5167,7,74,3.2670148914824217,1,0,1
5168,30,131,5.7126899812555525,1,0,1
5169,18,197,8.206003708432608,2,0,1
5170,5,98,3.838230973559997,1,164,1
5171,33,170,2.242974467854056,2,0,1
5172,11,183,5.260227737463564,2,0,1
5173,30,144,5.6202490897867285,3,0,1
5174,14,178,3.5671830426252122,2,599,1
5175,28,133,4.768233959611478,2,0,1
5176,28,159,5.227270467708793,1,0,1
5177,25,162,2.3584981396574554,1,408,1
5178,40,100,3.7277538917865214,2,135,1
5179,15,171,1.2831388319625863,1,567,1
5180,19,186,1.658017188342998,1,175,1
5181,9,182,8.51610116214129,2,582,1
5182,8,190,4.231963029534778,3,0,1
5183,34,120,3.4669076333177977,2,0,1
5184,30,155,4.6227243991406555,1,0,1
5185,21,133,5.67392756817359,2,0,1
5186,34,192,4.875224094847847,3,199,1
5187,21,167,2.6141930164942813,1,220,1
5188,15,131,3.4942054311485227,2,107,1
5189,12,138,3.337647756465937,1,479,1
5190,19,183,5.736217000042991,2,0,1
5191,29,111,1.4628772345062262,2,0,1
5192,1,78,3.0,1,140,1
5193,32,110,3.4698897056971614,2,117,1
5194,1,190,1.2216749447101845,2,197,1
5195,26,84,3.317535632024597,2,0,1
5196,23,83,3.1,1,0,1
5197,9,181,6.105784336732655,2,0,1
5198,17,151,5.198228016469013,1,415,1
5199,29,155,6.332860800091289,3,0,1
5200,14,79,3.18751868271892,1,0,1
5201,21,103,4.53173320115251,2,83,1
5202,6,142,3.153774432311865,2,0,1
5203,34,190,5.02162506972192,2,0,1
5204,20,151,7.304468417766498,2,374,1
5205,22,188,1.1799238680444508,1,186,1
5206,24,156,6.375038148427219,2,306,1
5207,24,123,4.634351251177283,2,87,1
5208,34,142,4.247574275397926,3,0,1
5209,38,101,3.8978223614756278,2,294,1
5210,33,169,2.5870673605463956,2,0,1
5211,38,152,4.650675412397355,2,113,1
5212,25,135,3.3668397456985106,2,0,1
5213,3,93,3.4,2,0,1
5214,16,167,7.6121678941431155,2,0,1
5215,12,186,5.012204301541051,2,0,1
5216,26,189,3.859372867195146,1,0,1
5217,30,117,5.522669207766509,1,0,1
5218,26,153,5.8756240571237015,3,0,1
5219,32,121,0.8150947000664868,2,0,1
5220,7,118,4.5806789451278185,2,0,1
5221,18,197,8.277176869714587,2,0,1
5222,20,153,5.394360007064254,1,484,1
5223,6,187,6.832668446235966,2,582,1
5224,36,191,4.843412797184429,3,197,1
5225,33,151,1.2133567914502212,2,358,1
5226,36,147,6.926878831012979,2,0,1
5227,20,161,2.348350611703175,2,315,1
5228,20,112,4.857343616749556,2,0,1
5229,26,163,1.3599343205232148,2,0,1
5230,26,194,4.928974174904524,2,473,1
5231,36,139,0.6108791060980571,1,0,1
5232,22,151,3.8408839060893554,2,0,1
5233,10,182,2.6783013748725057,1,0,1
5234,31,132,2.360521937884518,1,0,1
5235,37,133,4.0707346637354584,2,0,1
5236,10,169,5.76388960764386,3,258,1
5237,15,111,2.5736018068144633,1,0,1
5238,17,189,0.5555884249298352,3,295,1
5239,20,101,3.434314675183542,1,0,1
5240,33,98,4.304679889067928,1,0,1
5241,30,156,3.433950271793998,2,0,1
5242,29,156,6.654083305196511,1,0,1
5243,19,96,4.460815861751388,2,211,1
5244,0,194,6.2911133164078015,3,0,1
5245,27,159,5.017799149849146,1,0,1
5246,26,114,1.187170094902484,2,0,1
5247,35,165,5.392763707346802,1,0,1
5248,9,162,5.874073826932588,3,0,1
5249,20,105,3.750596540681439,2,0,1
5250,27,183,3.665818247039063,1,450,1
5251,26,174,2.4153796196528776,2,0,1
5252,29,147,2.015602404186547,1,349,1
5253,31,130,2.886730190576328,2,0,1
5254,11,158,4.065823334310814,2,0,1
5255,36,124,1.1528089923053972,2,0,1
5256,8,144,2.6552734035347583,3,0,1
5257,22,176,3.5125186324932183,2,368,1
5258,3,84,3.364341785742652,2,0,1
5259,26,183,5.252011137294824,2,588,1
5260,3,165,4.998003661976899,3,289,1
5261,12,183,7.2968998643624925,1,0,1
5262,20,114,4.219269882180605,2,0,1
5263,5,133,1.5803794377913551,2,0,1
5264,30,132,3.9811654745058185,2,0,1
5265,26,138,0.9411636867932605,3,0,1
5266,34,97,4.094900042372421,1,0,1
5267,27,184,6.748537918873124,2,339,1
5268,26,83,3.205533281845058,1,0,1
5269,26,155,4.5802807571252435,3,413,1
5270,36,133,2.5069905630648224,2,0,1
5271,27,137,0.8501528984486334,2,0,1
5272,38,179,5.2839879670730285,2,178,1
5273,18,129,3.4662407526128245,3,110,1
5274,35,154,2.021617298282903,2,0,1
5275,29,131,5.701756808369087,2,307,1
5276,4,118,3.0361865551000653,2,0,1
5277,31,113,3.77081853421455,2,118,1
5278,10,121,4.14654760679513,2,250,1
5279,28,178,5.859917138983974,2,449,1
5280,35,181,5.030949678634621,2,0,1
5281,29,165,6.068683685201075,2,299,1
5282,14,172,1.1713061728706486,3,0,1
5283,6,104,3.6446997665600405,2,0,1
5284,28,138,0.9042123930750761,1,295,1
5285,11,123,2.983622109878384,2,0,1
5286,38,100,3.9513998307952645,3,291,1
5287,35,167,4.517445927487249,1,0,1
5288,12,164,4.90664549254441,2,0,1
5289,25,152,7.449898104061755,3,362,1
5290,4,146,3.6685271375607837,1,0,1
5291,35,124,0.7971780315534146,2,0,1
5292,35,152,2.855687182357784,2,0,1
5293,8,131,2.326481298705377,2,0,1
5294,9,179,3.430105609124765,3,277,1
5295,13,170,6.728016311093565,2,0,1
5296,3,103,3.459479773295726,1,0,1
5297,25,83,3.1,1,0,1
5298,22,150,4.495940550070498,2,0,1
5299,2,149,3.6112145518769334,1,0,1
5300,27,114,1.172899696258816,2,0,1
5301,21,178,3.5836151477770763,2,175,1
5302,22,160,7.159515060339828,3,310,1
5303,7,192,5.670931366179504,3,0,1
5304,8,120,5.585597620053398,2,237,1
5305,36,137,2.421248855843959,2,0,1
5306,25,182,1.5701657326426424,2,0,1
5307,32,141,2.1579434217571447,2,0,1
5308,8,130,2.8000962511005523,2,0,1
5309,4,120,3.8768996888068683,2,0,1
5310,27,187,2.2736625142385303,1,182,1
5311,25,99,4.3800897637291705,1,368,1
5312,2,65,3.1432054315227043,1,134,1
5313,3,101,3.2168754282981484,3,150,1
5314,7,133,3.2436470071501717,2,0,1
5315,31,164,2.098128543131131,2,0,1
5316,2,171,6.327775978003772,2,0,1
5317,20,114,4.421100726702432,2,0,1
5318,35,138,1.3564392689102036,1,0,1
5319,32,185,3.549799956045904,2,179,1
5320,10,166,5.854096315903522,2,545,1
5321,14,148,6.364394856256016,2,369,1
5322,29,135,3.769979485955749,1,301,1
5323,37,129,3.515514197146375,2,117,1
5324,4,81,3.214014513529094,1,0,1
5325,14,140,6.390288941764079,1,0,1
5326,11,130,5.980065699414968,2,97,1
5327,28,139,4.656468993490927,2,94,1
5328,18,180,3.385301346185468,1,0,1
5329,15,168,7.602750794833948,2,0,1
5330,0,166,3.726679839700342,3,299,1
5331,12,183,6.947930111454477,1,0,1
5332,39,130,3.8831784792374897,2,120,1
5333,19,122,1.47552686073411,1,0,1
5334,3,103,3.0489740735239828,2,0,1
5335,19,193,1.592228559944724,3,208,1
5336,21,191,7.072873973056338,2,0,1
5337,10,166,6.347681768931179,3,0,1
5338,11,181,1.618681333872586,1,0,1
5339,9,164,6.073542745496265,3,0,1
5340,32,195,4.9806158513322,2,500,1
5341,20,130,3.43245713471477,2,0,1
5342,6,116,2.8345400736323385,2,0,1
5343,2,182,3.213043299893799,2,0,1
5344,12,183,7.234708977026589,1,0,1
5345,7,113,4.052478275166345,2,0,1
5346,6,108,4.3911823622097526,1,0,1
5347,26,104,3.2150464566170185,3,253,1
5348,35,94,3.246273769750131,3,0,1
5349,15,140,4.34961466404107,1,0,1
5350,7,129,5.29484071108447,2,316,1
5351,2,171,4.538968166512912,1,0,1
5352,20,132,5.228712204037606,2,0,1
5353,32,126,5.088882161014563,2,434,1
5354,6,122,3.2453011360183,2,0,1
5355,13,168,6.62792014265912,2,0,1
5356,2,174,4.105184807839873,1,0,1
5357,22,114,2.8190280553218408,3,0,1
5358,32,141,2.8,2,0,1
5359,29,111,3.839117325868653,2,0,1
5360,38,122,0.25121983083108096,1,373,1
5361,36,136,1.874180035818986,2,0,1
5362,13,112,4.221951884108893,3,157,1
5363,11,183,5.129759544177649,2,0,1
5364,29,153,5.121379235167431,2,0,1
5365,2,146,4.45325418019566,1,0,1
5366,17,111,5.378185563056892,2,0,1
5367,38,183,5.386120266852772,2,176,1
5368,30,107,3.764282821288774,3,0,1
5369,17,117,3.518335667195969,2,253,1
5370,27,176,3.2731401752142464,3,0,1
5371,11,115,4.566042797596341,3,247,1
5372,6,173,3.5195311187042266,2,326,1
5373,40,103,3.4267664164856884,2,287,1
5374,28,110,3.5548830936191624,2,0,1
5375,18,173,2.053779022765193,3,232,1
5376,5,192,4.333045205388315,2,0,1
5377,31,121,0.5301524253099481,1,348,1
5378,29,145,5.591784069023917,3,93,1
5379,39,154,4.990900270860868,2,0,1
5380,16,129,5.502396690804962,3,0,1
5381,12,127,4.416009009866166,2,0,1
5382,37,135,3.5640776450994296,2,0,1
5383,11,182,3.927611254159224,3,0,1
5384,21,147,3.5243519909320944,2,251,1
5385,38,123,0.5511671513085366,1,377,1
5386,27,156,6.1468123296426835,2,0,1
5387,31,172,6.624454131781278,2,0,1
5388,28,112,0.8665904047871702,2,0,1
5389,10,159,5.541969224803298,3,0,1
5390,23,189,5.509516466804824,2,0,1
5391,13,117,2.7985309307746906,2,0,1
5392,13,182,2.719731919372157,3,0,1
5393,10,182,5.65959137084877,2,0,1
5394,7,184,0.6134113095630053,2,218,1
5395,4,103,3.4621142614277627,1,0,1
5396,28,117,1.4501168133213147,1,346,1
5397,2,131,3.130520247145352,2,0,1
5398,4,146,3.54400002526969,1,0,1
5399,18,155,5.512431282607715,1,423,1
5400,8,132,2.801660441004082,2,0,1
5401,5,118,2.866273052144809,2,0,1
5402,5,186,4.959224536920267,2,594,1
5403,7,163,7.044824719412666,2,0,1
5404,25,84,3.263628343390691,2,0,1
5405,24,159,4.397509811504988,2,411,1
5406,35,173,3.0559215077439483,2,0,1
5407,33,154,6.460071874271758,3,95,1
5408,29,132,4.612938850033276,2,0,1
5409,9,140,4.895255415336368,2,0,1
5410,13,121,3.535098481428623,2,0,1
5411,17,176,3.9313475161710447,2,596,1
5412,3,106,2.692436445434944,2,0,1
5413,20,114,4.2792924806519,2,0,1
5414,9,114,3.1555203549175994,2,0,1
5415,17,139,3.3151656775932814,3,0,1
5416,8,191,4.668072088512189,2,0,1
5417,14,177,3.781509569102491,2,0,1
5418,10,154,5.371089540851599,2,0,1
5419,4,112,2.143524568257435,2,0,1
5420,21,133,3.8179746004463935,2,0,1
5421,36,157,5.873874406859286,2,0,1
5422,4,112,3.5824086919259384,2,0,1
5423,30,190,2.5871091023940895,1,0,1
5424,17,144,2.7764605901934036,2,209,1
5425,23,111,3.9317670296823106,2,253,1
5426,13,140,1.9781950854418895,1,0,1
5427,17,170,3.6222358212744066,1,313,1
5428,31,130,1.857427762889208,3,0,1
5429,7,114,3.2063654352948037,2,0,1
5430,13,168,4.468174918379893,3,0,1
5431,25,106,1.5001755205547294,1,366,1
5432,29,108,1.0779794555480757,1,371,1
5433,12,167,0.7951459776432052,2,288,1
5434,7,144,2.794735020073283,3,0,1
5435,30,158,4.840476595515321,2,0,1
5436,31,159,4.726271115033452,3,0,1
5437,26,84,3.347873447869768,2,0,1
5438,2,171,4.9805109259212825,1,0,1
5439,27,103,3.3208894957824544,3,253,1
5440,28,140,0.4507970692910756,3,0,1
5441,4,168,6.479402584142392,2,0,1
5442,38,169,7.368932326667538,3,101,1
5443,34,184,3.178946564008843,2,342,1
5444,16,139,5.7835325567422755,1,0,1
5445,32,172,4.844382380868578,2,88,1
5446,29,172,5.696003521824457,2,0,1
5447,21,178,3.570308799007047,2,175,1
5448,37,187,5.102310413251125,3,187,1
5449,31,191,5.044398804795647,3,194,1
5450,27,82,3.3972670703698666,1,0,1
5451,3,136,5.354899820965787,1,0,1
5452,32,121,1.002874398710568,2,0,1
5453,21,125,4.842556815068577,3,0,1
5454,16,132,4.1,1,211,1
5455,28,120,2.8396367149894837,2,112,1
5456,26,114,1.1998933830136005,2,0,1
5457,19,127,5.389233979482588,2,0,1
5458,23,175,2.929025982297014,1,0,1
5459,11,182,5.2958537476122105,3,0,1
5460,23,173,1.3259087799825775,2,0,1
5461,8,169,6.36038402636737,3,272,1
5462,15,112,1.4051469629038835,2,251,1
5463,8,117,4.097789352855797,2,0,1
5464,17,128,4.153402284911187,2,0,1
5465,35,141,1.3072894709655174,1,0,1
5466,16,149,4.801728734554159,1,415,1
5467,33,116,1.0414641537037297,1,372,1
5468,27,163,2.8505617386590263,2,413,1
5469,30,112,3.5977148688885325,1,0,1
5470,29,144,5.051462186928559,2,0,1
5471,30,115,5.315444752885489,1,0,1
5472,7,188,3.029263105695388,3,0,1
5473,35,152,2.654894416703121,3,0,1
5474,6,191,4.704192077619601,2,0,1
5475,9,154,6.079930959107863,2,0,1
5476,7,132,1.8244398859157207,3,0,1
5477,7,192,0.6575239965823545,2,205,1
5478,23,162,3.379538592595678,2,318,1
5479,33,178,7.928151530125308,2,0,1
5480,34,152,1.6455579601401207,2,0,1
5481,1,94,3.0,2,146,1
5482,24,83,3.1,1,0,1
5483,36,92,3.0314697354001474,3,0,1
5484,6,122,2.9161246206632594,1,0,1
5485,36,99,4.4569966055999926,3,269,1
5486,33,177,8.731547838004174,3,0,1
5487,5,133,1.7837872227751081,2,0,1
5488,35,152,2.6322429027542267,3,0,1
5489,3,119,4.060599256132943,2,0,1
5490,12,138,5.083051163323295,1,0,1
5491,27,171,6.2586644254525,2,326,1
5492,31,142,3.11384841162472,2,0,1
5493,5,193,6.303613516525149,3,0,1
5494,26,82,3.478702224338066,2,0,1
5495,37,134,3.9079560517773935,2,0,1
5496,8,104,3.734343407176374,1,0,1
5497,33,127,3.387410789011499,3,117,1
5498,11,184,5.931853273303528,1,0,1
5499,28,134,5.930841269768566,2,304,1
5500,20,103,4.0931744208550205,2,0,1
5501,9,180,7.81697025783423,3,0,1
5502,5,180,2.161226931289662,3,126,1
5503,18,142,5.308807211497644,1,209,1
5504,13,168,1.3877962142355402,2,0,1
5505,35,184,7.392118295961724,2,359,1
5506,26,129,3.8845052203028505,3,101,1
5507,4,193,5.09957680429954,2,0,1
5508,27,183,8.182966244146765,2,467,1
5509,14,112,2.156981082596583,1,0,1
5510,15,179,4.027515198710068,3,145,1
5511,29,131,0.6563996538578807,1,0,1
5512,20,131,4.758151477461522,2,0,1
5513,2,130,4.396773620807378,1,192,1
5514,30,112,4.468118412840108,1,0,1
5515,21,152,6.612260871741692,2,370,1
5516,36,191,4.817398278007423,3,198,1
5517,27,121,3.4071181013393623,2,431,1
5518,19,192,6.888163133931338,2,0,1
5519,24,115,2.880289809491825,3,0,1
5520,21,109,4.4516481271651305,2,84,1
5521,10,169,5.591757713528635,3,255,1
5522,23,99,4.2425941089529955,1,364,1
5523,25,141,5.131028595000312,2,297,1
5524,4,103,3.485385870286579,1,0,1
5525,28,175,4.040824570581368,2,0,1
5526,6,192,6.243379171520865,3,0,1
5527,19,156,5.2100133648773035,1,431,1
5528,4,93,3.1265082476247756,1,0,1
5529,25,178,3.9240826553538533,3,0,1
5530,30,101,4.032743774275629,3,254,1
5531,4,121,3.235790437534,1,0,1
5532,15,111,1.2586676048690022,2,251,1
5533,8,167,5.149576521362135,2,551,1
5534,28,172,4.979041788135654,2,0,1
5535,29,156,6.533323083054113,1,0,1
5536,32,140,1.7059928017223231,2,0,1
5537,25,178,4.452048967866298,2,366,1
5538,22,94,3.9814421205615074,2,0,1
5539,2,181,3.3880084182574843,2,0,1
5540,31,146,6.314668377284611,2,0,1
5541,5,62,3.058675725659761,1,132,1
5542,21,141,1.412121961052458,2,0,1
5543,6,118,2.8961430625398163,2,0,1
5544,21,141,1.584312979578732,2,0,1
5545,26,138,0.9347263479428495,2,0,1
5546,21,104,4.781651603206979,2,82,1
5547,24,101,4.110537213096148,2,0,1
5548,18,141,4.192189775902275,2,0,1
5549,5,123,5.6189278081325185,1,308,1
5550,4,183,8.291654532442069,2,0,1
5551,16,95,3.1148977305983543,2,226,1
5552,25,187,3.3295719019717565,2,0,1
5553,3,116,2.7529749687970106,2,0,1
5554,34,188,5.262846004984532,3,188,1
5555,36,148,5.849905761323393,2,0,1
5556,17,152,5.52092417730101,1,415,1
5557,16,191,0.6082352269032187,2,200,1
5558,31,156,3.506820298179645,2,0,1
5559,34,99,3.9,2,0,1
5560,11,158,5.158288412773999,3,0,1
5561,14,178,2.3365500089531857,3,0,1
5562,22,189,0.42105011818926763,2,305,1
5563,7,131,6.008191786518071,2,99,1
5564,26,174,2.3837665285137395,2,0,1
5565,13,112,1.823795757201234,1,0,1
5566,14,182,2.775728943011173,2,0,1
5567,26,138,1.3755165695155829,3,0,1
5568,26,181,1.8694823945594923,2,0,1
5569,29,173,4.184680253905643,2,88,1
5570,15,139,6.5248776934586,1,0,1
5571,20,132,5.635704612432273,3,0,1
5572,36,165,4.885761743650589,3,0,1
5573,27,183,2.259923588565075,1,184,1
5574,40,104,3.0639612517699093,2,282,1
5575,38,100,3.9,1,0,1
5576,15,139,6.557959707781105,1,0,1
5577,25,83,3.1,1,0,1
5578,28,108,1.8503526206685241,2,0,1
5579,14,181,2.4041017456154554,2,0,1
5580,21,135,4.031830301739647,1,212,1
5581,5,134,5.188347787575987,1,0,1
5582,10,180,6.2510952557327135,3,0,1
5583,27,120,3.207766234946426,2,431,1
5584,12,125,4.478772139445887,3,135,1
5585,6,155,3.3789794984144392,2,0,1
5586,16,66,3.0832539273697317,2,220,1
5587,7,123,2.970308908888502,2,0,1
5588,5,184,4.1493257222171405,1,0,1
5589,35,180,6.238425037246127,2,0,1
5590,7,129,5.264479156454012,2,316,1
5591,22,149,5.916604715051613,1,0,1
5592,22,173,4.425657653274384,1,588,1
5593,17,173,1.8063242771929993,2,372,1
5594,20,181,7.10065340907536,2,425,1
5595,8,178,4.95990059693247,1,142,1
5596,0,164,3.967076215122674,3,302,1
5597,12,131,4.593172831685332,3,129,1
5598,3,147,4.002230110121445,1,0,1
5599,32,188,2.3717822577513386,1,0,1
5600,40,104,3.135423331495536,2,283,1
5601,31,164,1.6025972434151918,2,0,1
5602,21,132,5.140505605397917,2,0,1
5603,3,103,3.43557206381209,1,0,1
5604,4,110,4.480162064010141,2,0,1
5605,26,131,4.14129656594699,2,95,1
5606,21,175,4.288261636890471,3,0,1
5607,3,103,3.0111544886773034,2,0,1
5608,6,132,1.5364710959460408,3,0,1
5609,11,158,5.23564010786441,3,0,1
5610,9,114,2.991712704099736,2,0,1
5611,15,174,1.1230292272202695,3,0,1
5612,29,141,0.8665624379333208,3,0,1
5613,31,124,3.2145970303671745,3,116,1
5614,14,164,0.6906966758270774,2,285,1
5615,13,137,4.845771784288051,1,209,1
5616,31,133,3.6121974527111096,2,0,1
5617,10,177,0.9687499235648976,2,290,1
5618,20,183,7.00579762474182,1,427,1
5619,27,139,0.885795846086955,3,0,1
5620,18,81,3.578671626219198,2,0,1
5621,22,150,5.032067557563348,1,0,1
5622,20,152,5.08268784977159,1,431,1
5623,9,119,5.230338246621763,2,247,1
5624,36,131,2.830596011860378,2,226,1
5625,14,159,5.6063188721618955,2,0,1
5626,16,140,5.374398553243924,1,0,1
5627,30,130,1.6712929808481403,2,0,1
5628,2,62,3.063318548166756,1,132,1
5629,18,141,3.0078651777183927,2,209,1
5630,2,68,3.2072920153097515,1,135,1
5631,12,113,1.7025335440271188,2,0,1
5632,17,178,1.188211012792565,1,0,1
5633,7,177,4.989966748348983,1,144,1
5634,20,154,5.878469051269839,2,380,1
5635,34,89,3.5968154839335136,2,0,1
5636,6,96,3.3010695232765612,1,0,1
5637,5,115,2.2417801058658844,2,0,1
5638,26,136,1.2635067875105044,1,293,1
5639,37,129,4.348184421428076,2,177,1
5640,3,192,5.148910498205591,2,0,1
5641,35,154,3.321131107000437,3,0,1
5642,20,132,4.826317659560722,2,0,1
5643,11,183,4.832576528716604,2,0,1
5644,31,165,1.676048446825019,1,0,1
5645,26,83,3.1951038713955984,1,0,1
5646,9,180,6.439540899798568,3,0,1
5647,32,94,3.75042297095467,2,0,1
5648,14,179,2.6,3,0,1
5649,27,168,3.2316495049572733,1,421,1
5650,28,194,4.936930168693973,2,597,1
5651,38,100,3.939103956108156,1,0,1
5652,20,131,4.91392533250613,2,0,1
5653,38,113,2.3591455279543183,1,284,1
5654,8,170,2.3628279040767497,2,568,1
5655,20,124,2.9163524218572237,2,436,1
5656,5,180,1.9825595202463449,3,122,1
5657,20,152,2.069939493401752,2,313,1
5658,24,140,4.909661212505885,2,298,1
5659,25,162,2.6600593793108844,2,0,1
5660,23,173,0.48970128086158565,1,0,1
5661,7,145,2.8669533693835945,2,0,1
5662,10,184,1.831142029797327,3,280,1
5663,13,182,2.727778698951245,3,0,1
5664,31,127,1.6663341154146472,2,0,1
5665,10,158,5.374877416547465,3,0,1
5666,26,90,4.270339379968435,2,0,1
5667,12,140,0.5375886060282253,1,0,1
5668,25,99,4.564813006154607,1,368,1
5669,35,152,3.0261591320734977,3,0,1
5670,30,175,5.72807252264278,2,0,1
5671,21,112,2.162079154523777,2,0,1
5672,25,112,3.5533785033501557,2,98,1
5673,10,184,5.831624252388855,1,0,1
5674,19,129,5.5020286037738675,3,0,1
5675,13,168,3.297551647936725,3,0,1
5676,14,158,4.0277677142927235,2,0,1
5677,7,144,2.75374116730124,3,0,1
5678,27,161,4.132820003118501,3,414,1
5679,36,169,6.359505924172885,3,104,1
5680,4,168,6.5698690029512035,2,0,1
5681,26,134,4.02793055483207,3,0,1
5682,8,107,3.88466023174011,1,0,1
5683,36,193,4.867072588401935,2,525,1
5684,38,151,4.589284451954221,2,114,1
5685,9,180,8.777237523126544,2,0,1
5686,25,83,3.1,1,0,1
5687,21,147,2.5234323376149113,2,0,1
5688,3,108,2.2770045028556014,2,0,1
5689,29,148,5.175760263846271,3,96,1
5690,35,124,0.7694904246214589,2,0,1
5691,10,161,5.847271647436232,3,0,1
5692,31,143,4.207630931209545,2,0,1
5693,7,187,6.998396966054628,1,580,1
5694,20,114,4.344091963501386,2,0,1
5695,35,154,4.751674993810843,3,0,1
5696,26,105,3.0995244740507495,2,0,1
5697,20,108,1.981773398693302,1,0,1
5698,23,122,4.528834362688866,2,87,1
5699,35,168,4.053594184184267,2,0,1
5700,18,153,5.443215315301396,1,415,1
5701,33,189,5.228713520402527,3,191,1
5702,9,180,8.039598216063457,3,0,1
5703,29,111,1.7378819513052495,1,0,1
5704,34,182,9.130541632451147,2,0,1
5705,22,149,5.594636836876029,1,0,1
5706,8,143,3.69716708322309,3,0,1
5707,15,171,4.921004008094656,3,160,1
5708,31,120,2.34300932555178,2,0,1
5709,35,185,7.756028972014185,2,355,1
5710,23,157,4.837833925859783,1,418,1
5711,22,114,4.461632998555897,3,0,1
5712,4,129,5.841212299311771,3,321,1
5713,8,186,3.670476007558526,2,0,1
5714,17,111,3.1416637580487285,1,0,1
5715,14,128,5.214451821364023,2,0,1
5716,32,102,4.066181308436247,2,0,1
5717,23,175,3.7675765653455184,2,0,1
5718,34,169,2.5683600600989536,1,281,1
5719,36,156,5.55158792661016,2,0,1
5720,7,122,2.986751369874794,2,0,1
5721,14,180,2.257072148015324,3,0,1
5722,38,183,5.4,3,174,1
5723,8,183,7.71777096725013,1,0,1
5724,20,132,2.888865258397772,1,307,1
5725,3,104,3.1553360023944004,1,0,1
5726,13,130,2.5198483745472617,2,258,1
5727,23,178,2.3162243082698266,1,573,1
5728,3,159,1.51795805081762,2,0,1
5729,30,159,3.93498020206328,2,0,1
5730,28,123,3.164579522590209,2,106,1
5731,29,103,4.061928854901234,2,0,1
5732,9,142,1.239281093039887,3,0,1
5733,14,171,3.989031073467416,1,321,1
5734,29,141,1.2398184274786113,2,0,1
5735,26,139,1.2366923874180455,2,0,1
5736,29,111,2.9164053226839894,2,0,1
5737,23,177,6.181323350536051,2,0,1
5738,23,151,3.583867854919709,2,251,1
5739,5,112,4.819602813078564,2,0,1
5740,21,133,5.512259296022458,2,0,1
5741,19,125,3.0794578599616758,1,0,1
5742,10,116,2.578541320332642,2,0,1
5743,35,137,1.7323822676356189,1,0,1
5744,31,130,6.333008721082255,1,0,1
5745,13,166,5.328541615466173,2,0,1
5746,37,140,1.247799137139065,1,0,1
5747,10,170,0.9504348686231096,2,293,1
5748,3,113,1.990898252603511,2,0,1
5749,29,168,3.253855394542515,2,424,1
5750,31,134,5.0657627333764355,1,0,1
